code,product,pcmaker,price,campaign,cpu,gpu,memory,image,afur,campaign1url
000-04-027,GALLERIA CRA7C-R36T Crazy Raccoon コラボモデル,GALLERIA,259980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbabc7a7a/img/large/pc/2022/sk_crazyraccoon_800_05.png?sw=200,https://www.dospara.co.jp/TC30/MC12229.html,
000-04-028,GALLERIA ZA7C-R47T 第13世代Core搭載,GALLERIA,389980,,core-i7-13700KF,RTX4070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12060.html,
000-04-029,GALLERIA ZA7C-R38 第13世代Core搭載,GALLERIA,319980,,core-i7-13700KF,RTX3080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12007.html,
000-04-030,GALLERIA CRA7C-R36 Crazy Raccoon コラボモデル,GALLERIA,249980,,core-i7-13700F,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbabc7a7a/img/large/pc/2022/sk_crazyraccoon_800_05.png?sw=200,https://www.dospara.co.jp/TC30/MC12230.html,
000-04-031,GALLERIA ZA9C-R47T 第13世代Core搭載,GALLERIA,419980,,core-i9-13900KF,RTX4070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12061.html,
000-04-032,GALLERIA XA7R-R37T,GALLERIA,224980,,ryzen-7-5700X,RTX3070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11923.html,
000-04-033,GALLERIA XA7R-R36T,GALLERIA,184980,,ryzen-7-5700X,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12197.html,
000-04-034,GALLERIA ZA7C-R37 第13世代Core搭載,GALLERIA,289980,,core-i7-13700KF,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12006.html,
000-04-035,GALLERIA RM5C-R36T 通販リニューアル記念キャンペーンモデル,GALLERIA,164980,,core-i5-12400F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12312.html,
000-04-036,GALLERIA ZA9C-R38 第13世代Core搭載,GALLERIA,359980,,core-i9-13900KF,RTX3080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12012.html,
000-04-037,GALLERIA RM5R-R35 Minecraft: Java＆Bedrock Edition for PC同梱版,GALLERIA,129980,,ryzen-5-4500,RTX3050,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11332.html,
000-04-038,GALLERIA ZA9C-R37 SHAKA コラボモデル,GALLERIA,349980,,core-i9-13900F,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw49be6026/img/large/pc/2022/shaka_collab_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12256.html,
000-04-039,GALLERIA XA7C-R36T SHAKA コラボモデル,GALLERIA,269980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw49be6026/img/large/pc/2022/shaka_collab_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12257.html,
000-04-040,GALLERIA ZA9C-R37 第13世代Core搭載,GALLERIA,319980,,core-i9-13900KF,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12014.html,
000-04-041,GALLERIA RM7C-R36 第13世代Core搭載,GALLERIA,204980,,core-i7-13700F,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12301.html,
000-04-042,GALLERIA SHA7C-R37 渋谷ハル コラボモデル,GALLERIA,289980,,core-i7-13700F,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw53981359/img/large/pc/2022/sk_shibuyaharu_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12235.html,
000-04-043,GALLERIA UA9R-R49 7950X搭載,GALLERIA,659980,,ryzen-9-7950X,RTX40902,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC11942.html,
000-04-044,GALLERIA XA5R-R36T 5600X搭載,GALLERIA,174980,,ryzen-5-5600X,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11916.html,
000-04-045,GALLERIA XA7R-R36 Zelarl ゼラール コラボモデル,GALLERIA,169980,,ryzen-7-5700X,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbd81ec1b/img/large/pc/2022/sk_s_zelarl_800.png?sw=200,https://www.dospara.co.jp/TC30/MC11827.html,
000-04-046,GALLERIA XA5C-R36 SHAKA コラボモデル,GALLERIA,219980,,core-i5-13400F,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12258.html,
000-04-047,GALLERIA SHA9C-R49 渋谷ハル コラボモデル,GALLERIA,639980,,core-i9-13900KF,RTX40902,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw53981359/img/large/pc/2022/sk_shibuyaharu_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12233.html,
000-04-048,GALLERIA RM5C-R36 通販リニューアル記念キャンペーンモデル,GALLERIA,154980,,core-i5-12400F,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12313.html,
000-04-049,GALLERIA RM5R-G60S STAGE:0 大会協賛モデル,GALLERIA,119980,,ryzen-5-4500,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11554.html,
000-04-050,GALLERIA XA5R-R36 5600X搭載,GALLERIA,154980,,ryzen-5-5600X,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11918.html,
000-04-051,GALLERIA XA5R-G60S 5600X搭載,GALLERIA,134979,,ryzen-5-5600X,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11920.html,
000-04-052,GALLERIA RM5R-R36 5600X搭載,GALLERIA,164980,,ryzen-5-5600X,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11761.html,
000-04-053,GALLERIA ZA7C-R49 第13世代Core搭載,GALLERIA,529980,,core-i7-13700KF,RTX40902,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12009.html,
000-04-054,GALLERIA XA7R-R38 Minecraft: Java＆Bedrock Edition for PC同梱版,GALLERIA,259980,,ryzen-7-5700X,RTX3080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12275.html,
000-04-055,GALLERIA RM5C-G60S ぶいすぽっ！コラボモデル,GALLERIA,144980,,core-i5-13400F,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12241.html,
000-04-056,GALLERIA ZA9C-R48 ぶいすぽっ！コラボモデル,GALLERIA,469980,,core-i9-13900KF,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12303.html,
000-04-057,GALLERIA SHA5C-G60S 渋谷ハル コラボモデル,GALLERIA,174980,,core-i5-13400F,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw53981359/img/large/pc/2022/sk_shibuyaharu_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12238.html,
000-04-058,GALLERIA SHA7C-R36T 渋谷ハル コラボモデル,GALLERIA,259980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw53981359/img/large/pc/2022/sk_shibuyaharu_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12236.html,
000-04-059,GALLERIA UA9C-R47T 第13世代Core搭載,GALLERIA,459980,,core-i9-13900KF,RTX4070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12062.html,
000-04-060,GALLERIA XA7R-R36,GALLERIA,169980,,ryzen-7-5700X,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12198.html,
000-04-061,GALLERIA SHA7C-R36 渋谷ハル コラボモデル,GALLERIA,249980,,core-i7-13700F,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw53981359/img/large/pc/2022/sk_shibuyaharu_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12237.html,
000-04-062,GALLERIA XA7R-665XT,GALLERIA,169980,,ryzen-7-5700X,RX6650XT,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11824.html,
000-04-063,GALLERIA ZA9R-R48 7900X搭載,GALLERIA,499980,,ryzen-9-7900X,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11855.html,
000-04-064,GALLERIA RM5C-R35 第13世代Core搭載,GALLERIA,154980,,core-i5-13400F,RTX3050,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12151.html,
000-04-065,GALLERIA XA7R-R37 杏仁ミル コラボモデル,GALLERIA,204980,,ryzen-7-5700X,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwa8c0a0d9/img/large/pc/2022/sk_s_a_410.png?sw=200,https://www.dospara.co.jp/TC30/MC11828.html,
000-04-066,GALLERIA ZA7R-R37 5800X搭載,GALLERIA,229980,,ryzen-7-5800X,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC9710.html,
000-04-067,GALLERIA RM5C-R36T αDコラボモデル,GALLERIA,174980,,core-i5-13400F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw9bdde921/img/large/pc/2022/skm_s_alphad_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12260.html,
000-04-068,GALLERIA RM5R-G60S SCARZ コラボモデル,GALLERIA,119980,,ryzen-5-4500,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbe841792/img/large/pc/2022/scarz_skm_410.png?sw=200,https://www.dospara.co.jp/TC30/MC11776.html,
000-04-069,GALLERIA UA9C-R38 第13世代Core搭載,GALLERIA,449980,,core-i9-13900KF,RTX3080,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12017.html,
000-04-070,GALLERIA UA9C-R37 第13世代Core搭載,GALLERIA,399980,,core-i9-13900KF,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12019.html,
000-04-071,GALLERIA SHA7C-R48 渋谷ハル コラボモデル,GALLERIA,439980,,core-i7-13700F,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw53981359/img/large/pc/2022/sk_shibuyaharu_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12234.html,
000-04-072,GALLERIA XA7R-R38T,GALLERIA,299979,,ryzen-7-5700X,RTX3080Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12195.html,
000-04-073,GALLERIA XA7C-R37 ゆふな コラボモデル,GALLERIA,229980,,core-i7-13700F,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw3c6dc5f7/img/large/pc/2022/sk_yufuna_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12248.html,
000-04-074,GALLERIA XA7C-R38T Z690 DDR5 搭載 Minecraft: Java＆Bedrock Edition for PC同梱版,GALLERIA,299979,,core-i7-12700F,RTX3080Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12310.html,
000-04-075,GALLERIA XA7C-R37 αDコラボモデル,GALLERIA,229980,,core-i7-13700F,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw9bdde921/img/large/pc/2022/skm_s_alphad_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12259.html,
000-04-076,GALLERIA XA9R-R47T 7900搭載,GALLERIA,369980,,ryzen-9-7900,RTX4070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12090.html,
000-04-077,GALLERIA ZA7R-R36T 7700X搭載,GALLERIA,289980,,ryzen-7-7700X,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11655.html,
000-04-078,GALLERIA RM5R-G60S DETONATOR コラボモデル,GALLERIA,119980,,ryzen-5-4500,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw44e20460/img/large/pc/2022/skm_dtn_new_410.png?sw=200,https://www.dospara.co.jp/TC30/MC11753.html,
000-04-079,GALLERIA UA9R-R48 7950X搭載,GALLERIA,579980,,ryzen-9-7950X,RTX4080,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC11853.html,
000-04-080,GALLERIA XA7C-R36 ニグ コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12252.html,
000-04-081,GALLERIA XA7R-675XT,GALLERIA,229980,,ryzen-7-5700X,RX6750XT,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11823.html,
000-04-082,GALLERIA XA7R-R37 7700搭載,GALLERIA,264980,,ryzen-7-7700,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12098.html,
000-04-083,GALLERIA ZA7R-R37 7700X搭載,GALLERIA,309980,,ryzen-7-7700X,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11654.html,
000-04-084,GALLERIA XA9R-R37 7900搭載,GALLERIA,284980,,ryzen-9-7900,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12092.html,
000-04-085,GALLERIA XA7R-R47T 7700搭載,GALLERIA,349980,,ryzen-7-7700,RTX4070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12096.html,
000-04-086,GALLERIA XA7C-R48 DETONATOR コラボモデル,GALLERIA,369980,,core-i7-13700F,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw44e20460/img/large/pc/2022/skm_dtn_new_410.png?sw=200,https://www.dospara.co.jp/TC30/MC12243.html,
000-04-087,GALLERIA ZA9C-R49 SCARZ コラボモデル,GALLERIA,579980,,core-i9-13900KF,RTX40902,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbe841792/img/large/pc/2022/scarz_skm_410.png?sw=200,https://www.dospara.co.jp/TC30/MC12003.html,
000-04-088,GALLERIA ZA9R-R49 7900X搭載,GALLERIA,579980,,ryzen-9-7900X,RTX40902,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11946.html,
000-04-089,GALLERIA ZA9C-R48 ニグ コラボモデル,GALLERIA,469980,,core-i9-13900KF,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12251.html,
000-04-090,GALLERIA ZA9C-R37T 第13世代Core搭載,GALLERIA,349980,,core-i9-13900KF,RTX3070Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12013.html,
000-04-091,GALLERIA RM5R-65XT,GALLERIA,124980,,ryzen-5-4500,RX6500XT,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11377.html,
000-04-092,GALLERIA RM5C-G60S ゆふな コラボモデル,GALLERIA,144980,,core-i5-13400F,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw3c6dc5f7/img/large/pc/2022/sk_yufuna_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12250.html,
000-04-093,GALLERIA XA7C-R36T まさのりch コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwe39137bf/img/large/pc/2022/sk_masanorich_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12246.html,
000-04-094,GALLERIA XA7C-R37 まさのりch コラボモデル,GALLERIA,229980,,core-i7-13700F,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwe39137bf/img/large/pc/2022/sk_masanorich_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12245.html,
000-04-095,GALLERIA XA7C-R36T ゆふな コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw3c6dc5f7/img/large/pc/2022/sk_yufuna_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12249.html,
000-04-096,GALLERIA ZA9R-R37 7900X搭載,GALLERIA,349980,,ryzen-9-7900X,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11651.html,
000-04-097,GALLERIA ZA9C-R37 DDR5メモリ搭載,GALLERIA,324980,,core-i9-12900K,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11599.html,
000-04-098,GALLERIA UA9R-79XTX 7950X搭載,GALLERIA,569980,,ryzen-9-7950X,RX7900XTX2,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12084.html,
000-04-099,GALLERIA ZA9R-79XTX 7900X搭載,GALLERIA,514980,,ryzen-9-7900X,RX7900XTX2,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12085.html,
000-04-100,GALLERIA ZA9C-R49 Zelarl ゼラールコラボモデル,GALLERIA,579980,,core-i9-13900KF,RTX40902,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbd81ec1b/img/large/pc/2022/sk_s_zelarl_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12029.html,
000-04-101,GALLERIA XA7R-R36T 7700搭載,GALLERIA,244979,,ryzen-7-7700,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12099.html,
000-04-102,GALLERIA ZA7R-R36 7700X搭載,GALLERIA,279980,,ryzen-7-7700X,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11656.html,
000-04-103,GALLERIA ZA5R-R36 7600X搭載,GALLERIA,259980,,ryzen-5-7600X,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11659.html,
000-04-104,GALLERIA ZA9C-R49 αDコラボモデル,GALLERIA,579980,,core-i9-13900KF,RTX40902,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw9bdde921/img/large/pc/2022/skm_s_alphad_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12024.html,
000-04-105,GALLERIA XA5R-R36 7600搭載,GALLERIA,209980,,ryzen-5-7600,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12103.html,
